"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",15,22000000,"３ＬＤＫ",65,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",10,25000000,"１Ｋ",25,"2015年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",9,44000000,"３ＬＤＫ",60,"2015年","ＲＣ","住宅","住宅","１種住居",60,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",15,40000000,"３ＬＤＫ",85,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",13,40000000,"３ＬＤＫ",85,"2003年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",10,23000000,"１Ｋ",25,"2015年","ＲＣ","住宅","その他","１種住居",60,300,"2021年第2四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",9,39000000,"３ＬＤＫ",80,"1987年","ＳＲＣ","住宅","住宅","準工業",60,400,"2021年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",21,31000000,"３ＬＤＫ",75,"1999年","ＲＣ","住宅","住宅","準工業",60,200,"2021年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",13,35000000,"３ＬＤＫ",70,"2003年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",11,19000000,"２ＤＫ",60,"1982年","ＳＲＣ","住宅","住宅","準工業",60,400,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",11,23000000,"３ＬＤＫ",50,"1982年","ＳＲＣ","住宅","住宅","準工業",60,400,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",11,23000000,"２ＬＤＫ",40,"1982年","ＳＲＣ","","住宅","準工業",60,400,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",11,32000000,"３ＬＤＫ",55,"1982年","ＳＲＣ","住宅","住宅","準工業",60,400,"2020年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",11,16000000,"３ＬＤＫ",60,"1982年","ＳＲＣ","住宅","住宅","準工業",60,400,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",9,41000000,"２ＬＤＫ",50,"2015年","ＲＣ","住宅","住宅","１種住居",60,400,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,35000000,"３ＬＤＫ",80,"1982年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",10,25000000,"１Ｋ",25,"2015年","ＲＣ","住宅","住宅","１種住居",60,300,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",11,34000000,"３ＬＤＫ",60,"1982年","ＳＲＣ","住宅","住宅","準工業",60,400,"2020年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,30000000,"３ＬＤＫ",70,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,25000000,"３ＬＤＫ",75,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",9,32000000,"３ＬＤＫ",60,"1987年","ＳＲＣ","住宅","住宅","準工業",60,400,"2020年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",15,13000000,"",65,"1982年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第2四半期","",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",14,38000000,"３ＬＤＫ",65,"2009年","ＲＣ","","住宅","準工業",60,400,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13108","東京都","江東区","東砂","東大島",15,24000000,"３ＬＤＫ",65,"1999年","ＳＲＣ","住宅","住宅","準工業",60,400,"2020年第2四半期","未改装",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",9,62000000,"３ＬＤＫ",85,"2008年","ＲＣ","","","１種住居","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",9,44000000,"３ＬＤＫ",75,"2008年","ＲＣ","","","１種住居","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",2,24000000,"２ＤＫ",50,"1989年","ＳＲＣ","","","１種住居","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",10,32000000,"３ＬＤＫ",65,"1993年","ＳＲＣ","","","近隣商業","","","2021年第2四半期","改装済み",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",10,33000000,"３ＬＤＫ",90,"1994年","ＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",1,28000000,"１ＬＤＫ＋Ｓ",55,"1988年","ＳＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",9,58000000,"３ＬＤＫ",85,"2008年","ＲＣ","","","準工業","","","2021年第4四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",10,37000000,"３ＬＤＫ",80,"1993年","ＲＣ","","","１種住居","","","2022年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",14,36000000,"３ＬＤＫ",80,"1997年","ＳＲＣ","","","１種住居","","","2022年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",14,25000000,"２ＬＤＫ",60,"1997年","ＳＲＣ","","","１種住居","","","2022年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",9,51000000,"３ＬＤＫ",75,"2008年","ＲＣ","","","準工業","","","2022年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",15,29000000,"２ＬＤＫ",70,"1996年","ＳＲＣ","","","１種住居","","","2022年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",15,36000000,"３ＬＤＫ",75,"1996年","ＳＲＣ","","","１種住居","","","2022年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",10,27000000,"１ＬＤＫ",60,"1993年","ＳＲＣ","","","","","","2022年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",12,37000000,"３ＬＤＫ",80,"1997年","ＳＲＣ","","","１種住居","","","2022年第3四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",3,30000000,"１ＬＤＫ",55,"1989年","ＲＣ","","","１種住居","","","2022年第3四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",2,33000000,"４ＬＤＫ",90,"1989年","ＲＣ","","","１種住居","","","2022年第3四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","船堀","東大島",15,31000000,"３ＬＤＫ",75,"1980年","ＳＲＣ","","","準工業","","","2022年第3四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",10,32000000,"２ＬＤＫ",65,"1993年","ＲＣ","","","１種住居","","","2022年第4四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",11,25000000,"２ＤＫ",55,"1986年","ＳＲＣ","","","近隣商業","","","2022年第4四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",11,31000000,"３ＬＤＫ",75,"1994年","ＲＣ","","","１種住居","","","2023年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",1,39000000,"３ＬＤＫ",65,"1988年","ＳＲＣ","","","","","","2023年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",13,53000000,"４ＬＤＫ",95,"1997年","ＲＣ","","","１種住居","","","2023年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",2,45000000,"３ＬＤＫ",115,"1989年","ＳＲＣ","","","１種住居","","","2023年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",1,36000000,"４ＬＤＫ",90,"1989年","ＲＣ","","","１種住居","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",17,60000000,"３ＬＤＫ",75,"2022年","ＲＣ","","","１種住居","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",12,59000000,"３ＬＤＫ",85,"2008年","ＲＣ","","","１種住居","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",9,53000000,"３ＬＤＫ",75,"2008年","ＲＣ","","","１種住居","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",2,38000000,"３ＬＤＫ",85,"1989年","ＲＣ","","","１種住居","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",15,35000000,"３ＬＤＫ",75,"1996年","ＳＲＣ","","","１種住居","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",3,50000000,"２ＬＤＫ",85,"1989年","ＳＲＣ","","","１種住居","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",9,54000000,"３ＬＤＫ",75,"2008年","ＲＣ","","","","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",1,50000000,"４ＬＤＫ＋Ｓ",95,"1988年","ＳＲＣ","","","１種住居","","","2023年第4四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",9,26000000,"２ＤＫ",55,"1994年","ＳＲＣ","","","１種住居","","","2024年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",3,36000000,"３ＬＤＫ",75,"1989年","ＳＲＣ","","","","","","2024年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",3,36000000,"３ＬＤＫ",75,"1989年","ＳＲＣ","","","","","","2024年第1四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",10,56000000,"３ＬＤＫ",85,"2008年","ＲＣ","","","１種住居","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",12,51000000,"３ＬＤＫ",70,"2008年","ＲＣ","","","１低住専","","","2024年第2四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",13,55000000,"５ＬＤＫ",125,"1997年","ＳＲＣ","","","１種住居","","","2024年第3四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",13,58000000,"３ＬＤＫ",115,"1997年","ＳＲＣ","","","","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",12,49000000,"３ＬＤＫ",70,"2008年","ＲＣ","","","１種住居","","","2024年第4四半期","",""
"中古マンション等","成約価格情報","13123","東京都","江戸川区","小松川","東大島",9,60000000,"３ＬＤＫ",75,"2008年","ＲＣ","","","１種住居","","","2024年第4四半期","",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",14,59000000,"４ＬＤＫ",90,"1997年","ＳＲＣ","住宅","住宅","準工業",60,400,"2024年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",12,19000000,"オープンフロア",45,"","ＳＲＣ","店舗","店舗","近隣商業",80,300,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",16,28000000,"３ＬＤＫ",60,"1996年","ＳＲＣ","住宅","","１種住居",60,300,"2024年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",13,28000000,"２ＤＫ",50,"","ＳＲＣ","住宅","住宅","近隣商業",80,300,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",14,39000000,"４ＬＤＫ",90,"1997年","ＳＲＣ","住宅","住宅","準工業",60,400,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",10,50000000,"３ＬＤＫ",70,"2008年","ＲＣ","住宅","住宅","１種住居",60,300,"2024年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,48000000,"３ＬＤＫ",70,"1988年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2024年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",15,28000000,"２ＬＤＫ",65,"","","","住宅","近隣商業",80,300,"2024年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",12,42000000,"２ＬＤＫ＋Ｓ",60,"1994年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2024年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",12,53000000,"３ＬＤＫ",75,"1994年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2024年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",12,35000000,"３ＬＤＫ",75,"1994年","ＳＲＣ","住宅","住宅","工業",60,200,"2023年第4四半期","",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",2,17000000,"２ＤＫ",45,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2023年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",14,38000000,"４ＬＤＫ",90,"1997年","ＳＲＣ","住宅","住宅","準工業",60,400,"2023年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,38000000,"２ＬＤＫ",60,"1988年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2023年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",10,27000000,"２ＬＤＫ",60,"1994年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2023年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,26000000,"オープンフロア",45,"1988年","ＲＣ","","店舗","１種住居",60,400,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,42000000,"３ＬＤＫ",75,"1989年","ＲＣ","住宅","住宅","１種住居",60,400,"2023年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",2,36000000,"４ＬＤＫ",85,"1989年","ＲＣ","","住宅","１種住居",60,400,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,36000000,"２ＬＤＫ＋Ｓ",60,"1988年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2023年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",11,40000000,"３ＬＤＫ",65,"1986年","ＳＲＣ","住宅","住宅","近隣商業",80,300,"2023年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",14,53000000,"４ＬＤＫ",80,"2001年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2023年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",14,40000000,"４ＬＤＫ",80,"2001年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2023年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,30000000,"",60,"1988年","ＳＲＣ","","住宅","１種住居",60,400,"2022年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",2,36000000,"２ＬＤＫ",55,"1989年","ＲＣ","住宅","住宅","１種住居",60,400,"2022年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,32000000,"３ＬＤＫ",75,"1989年","ＲＣ","住宅","住宅","１種住居",80,400,"2022年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",10,51000000,"３ＬＤＫ",80,"1993年","ＲＣ","住宅","住宅","１種住居",60,300,"2022年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",14,14000000,"２ＬＤＫ",50,"1993年","ＳＲＣ","","その他","準工業",60,300,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",13,48000000,"３ＬＤＫ",70,"","","","住宅","１種住居",60,300,"2022年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",14,100000000,"オープンフロア",150,"1996年","ＲＣ","","事務所","準工業",60,300,"2021年第4四半期","",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",14,32000000,"４ＬＤＫ",100,"1996年","ＲＣ","","住宅","準工業",60,300,"2021年第4四半期","",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",9,40000000,"４ＬＤＫ",80,"1986年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",2,26000000,"１ＤＫ",45,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,28000000,"１ＬＤＫ＋Ｓ",50,"1988年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",2,37000000,"３ＬＤＫ",80,"1989年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",14,33000000,"４ＬＤＫ",80,"2001年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2021年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,40000000,"３ＬＤＫ",65,"1988年","ＳＲＣ","","住宅","１種住居",60,400,"2021年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,30000000,"２ＤＫ",50,"1988年","ＳＲＣ","住宅","住宅","１種住居",60,400,"2021年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",10,53000000,"４ＬＤＫ",65,"1994年","ＳＲＣ","","住宅","１種住居",60,300,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",9,24000000,"４ＬＤＫ",80,"1986年","ＲＣ","","住宅","近隣商業",80,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",11,10000000,"２ＤＫ",50,"1986年","ＳＲＣ","住宅","その他","近隣商業",80,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",10,43000000,"",65,"2008年","ＲＣ","住宅","住宅","１種住居",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",2,48000000,"４ＬＤＫ",100,"1989年","ＲＣ","","住宅","１種住居",60,400,"2020年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",10,50000000,"３ＬＤＫ",80,"2008年","ＲＣ","住宅","","１種住居",60,300,"2020年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",2,38000000,"３ＬＤＫ",75,"1989年","ＲＣ","住宅","住宅","１種住居",60,400,"2020年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",11,24000000,"２ＤＫ",50,"1986年","ＳＲＣ","","住宅","近隣商業",80,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",1,45000000,"３ＬＤＫ",70,"1988年","ＳＲＣ","","住宅","１種住居",60,400,"2020年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13123","東京都","江戸川区","小松川","東大島",10,21000000,"２ＬＤＫ",50,"1986年","ＳＲＣ","住宅","","近隣商業",80,300,"2020年第3四半期","未改装",""
