取引価格（総額）,面積（㎡）,最寄駅：距離（分）,建築年,築年数,市区町村コード
37000000,40,2,2005,20,12
79000000,60,8,1999,26,12
35000000,35,8,2003,22,12
28000000,35,11,2008,17,12
40000000,55,11,2008,17,12
27000000,20,12,2019,6,12
35000000,60,13,2000,25,12
41000000,40,12,2019,6,12
21000000,20,5,2006,19,12
27000000,25,1,2013,12,12
25000000,25,2,2011,14,12
100000000,75,6,2009,16,12
25000000,25,2,2016,9,12
45000000,50,5,2013,12,12
56000000,65,4,2002,23,12
24000000,20,5,2009,16,12
16000000,20,4,2007,18,12
30000000,25,5,2021,4,12
7400000,15,6,1989,36,12
22000000,20,7,2011,14,12
38000000,50,6,2005,20,12
28000000,25,5,2017,8,12
65000000,50,6,2024,1,12
51000000,65,5,2012,13,12
40000000,60,8,2003,22,12
49000000,50,5,2018,7,12
54000000,70,6,2014,11,12
47000000,40,5,2018,7,12
14000000,15,5,1992,33,12
28000000,25,1,2015,10,12
12000000,15,5,1992,33,12
45000000,65,6,2005,20,12
36000000,60,6,1996,29,12
27000000,25,6,2015,10,12
23000000,20,9,2007,18,12
23000000,20,9,2007,18,12
19000000,20,9,2006,19,12
29000000,25,6,2017,8,12
42000000,25,8,2024,1,12
21000000,20,9,2006,19,12
40000000,40,7,2009,16,12
53000000,55,8,1999,26,12
46000000,45,8,2016,9,12
54000000,45,8,2011,14,12
26000000,25,4,2013,12,12
32000000,25,8,2019,6,12
30000000,25,8,2019,6,12
23000000,20,11,2007,18,12
32000000,25,8,2018,7,12
24000000,20,7,2009,16,12
48000000,35,9,1983,42,12
26000000,25,6,2012,13,12
29000000,25,8,2018,7,12
28000000,25,9,2017,8,12
29000000,25,9,2017,8,12
21000000,20,3,2008,17,12
37000000,30,8,2019,6,12
24000000,25,5,2008,17,12
18000000,20,10,2007,18,12
28000000,70,4,2005,20,12
29000000,25,11,2019,6,12
57000000,70,5,1989,36,12
27000000,25,7,2013,12,12
33000000,25,3,2016,9,12
78000000,60,10,2014,11,30
67000000,60,2,2020,5,30
75000000,55,9,2014,11,30
100000000,75,5,2008,17,30
73000000,55,9,2014,11,30
130000000,70,6,2019,6,30
95000000,90,8,2006,19,30
70000000,55,9,2014,11,30
180000000,85,6,2019,6,30
75000000,75,9,2006,19,30
91000000,80,5,2008,17,30
79000000,65,11,2009,16,30
100000000,80,6,2010,15,30
76000000,60,5,2010,15,30
80000000,70,5,2008,17,30
76000000,55,9,2014,11,30
64000000,50,9,2009,16,30
100000000,80,7,2010,15,30
120000000,90,5,2008,17,30
82000000,65,4,2004,21,30
75000000,55,9,2021,4,30
81000000,65,6,2010,15,30
150000000,105,11,2009,16,30
130000000,90,11,2009,16,30
78000000,60,9,2009,16,30
90000000,55,4,2019,6,30
87000000,55,6,2019,6,30
120000000,90,11,2009,16,30
85000000,65,2,2020,5,30
74000000,70,9,2006,19,30
85000000,80,8,2006,19,30
87000000,70,5,2008,17,30
130000000,95,6,2010,15,30
72000000,65,11,2009,16,30
68000000,50,5,2008,17,30
91000000,75,6,2010,15,30
60000000,45,6,2010,15,30
95000000,55,6,2019,6,30
81000000,60,2,2020,5,30
81000000,60,11,2010,15,30
86000000,70,6,2010,15,30
100000000,75,6,2010,15,30
70000000,50,9,2014,11,30
93000000,70,9,2014,11,30
80000000,65,5,2008,17,30
62000000,45,6,2010,15,30
29000000,30,7,2005,20,30
28000000,25,6,2014,11,30
110000000,70,5,2012,13,30
55000000,80,10,2020,5,30
34000000,60,12,1981,44,30
72000000,90,13,2008,17,30
60000000,85,8,2004,21,30
76000000,95,13,2008,17,30
32000000,55,9,1985,40,30
56000000,75,9,1996,29,30
42000000,75,15,2004,21,30
54000000,75,8,2016,9,30
46000000,35,2,2020,5,30
98000000,65,8,2017,8,30
67000000,65,7,2002,23,30
44000000,35,2,2020,5,30
19000000,50,3,1978,47,30
44000000,65,2,2000,25,30
50000000,50,5,1997,28,30
55000000,65,3,2005,20,30
94000000,70,4,2012,13,30
95000000,95,5,2005,20,30
33000000,45,4,1974,51,30
65000000,55,10,2013,12,30
80000000,70,12,2016,9,30
78000000,70,12,2016,9,30
150000000,90,12,2016,9,30
85000000,75,13,2016,9,30
75000000,80,7,2005,20,30
30000000,50,13,1982,43,30
100000000,75,13,2016,9,30
33000000,55,4,2003,22,30
36000000,60,7,1972,53,30
46000000,55,6,1973,52,30
49000000,55,7,1973,52,30
47000000,60,11,1981,44,30
35000000,45,11,1981,44,30
55000000,70,3,1999,26,30
43000000,60,4,2000,25,30
48000000,75,6,1981,44,30
86000000,90,6,2004,21,30
41000000,75,7,1983,42,30
55000000,65,10,2001,24,30
60000000,75,11,2013,12,30
58000000,65,10,2001,24,30
63000000,80,10,2001,24,30
43000000,75,13,1979,46,30
33000000,70,7,1983,42,30
36000000,55,14,1983,42,30
94000000,70,5,2018,7,30
83000000,70,10,2013,12,30
82000000,70,10,2013,12,30
86000000,70,7,2020,5,30
71000000,60,8,2020,5,30
100000000,75,7,2020,5,30
21000000,25,10,2011,14,30
58000000,65,6,2012,13,30
31000000,30,3,2009,16,30
81000000,75,7,2009,16,30
60000000,60,9,2020,5,30
57000000,80,8,2001,24,30
54000000,105,3,1986,39,30
71000000,70,11,2020,5,30
39000000,85,2,1975,50,30
51000000,90,4,1996,29,30
49000000,65,10,2004,21,30
110000000,80,10,2023,2,30
26000000,35,3,2009,16,30
60000000,60,9,2020,5,30
12000000,25,3,1989,36,30
50000000,85,5,2004,21,30
32000000,35,4,2020,5,30
60000000,105,4,1986,39,30
46000000,75,8,2001,24,30
27000000,65,3,1982,43,30
51000000,65,3,1997,28,30
68000000,80,5,1995,30,30
82000000,95,7,1997,28,30
45000000,50,2,2019,6,30
79000000,85,7,2012,13,30
45000000,40,4,2020,5,30
56000000,105,3,1986,39,30
37000000,40,2,2005,20,30
62000000,70,2,1997,28,30
60000000,60,1,2020,5,30
55000000,65,7,1996,29,30
150000000,90,2,2021,4,30
34000000,60,10,1982,43,30
130000000,75,2,2021,4,30
130000000,75,2,2021,4,30
50000000,80,8,1982,43,30
110000000,80,2,2021,4,30
67000000,85,15,2008,17,30
33000000,65,10,1980,45,30
61000000,45,2,2021,4,30
17000000,40,7,1973,52,30
69000000,70,4,2012,13,30
43000000,60,3,2004,21,30
21000000,25,9,2005,20,30
36000000,65,6,1980,45,30
58000000,65,10,2016,9,30
88000000,60,3,2021,4,30
65000000,40,2,2021,4,30
60000000,70,13,2000,25,30
12000000,25,13,1974,51,30
52000000,60,8,1999,26,30
50000000,65,14,2000,25,30
50000000,75,7,1982,43,30
28000000,55,10,1973,52,30
65000000,75,5,2002,23,30
70000000,80,15,2008,17,30
25000000,50,8,1974,51,30
130000000,80,3,2021,4,30
69000000,75,13,2016,9,30
71000000,110,7,1981,44,30
46000000,70,12,1999,26,30
13000000,25,15,1974,51,30
23000000,55,8,1969,56,30
72000000,85,9,2008,17,30
24000000,25,2,2012,13,30
25000000,30,3,2016,9,30
42000000,60,9,1981,44,30
64000000,60,6,2013,12,30
100000000,80,7,2017,8,30
54000000,65,3,2004,21,30
59000000,50,6,2011,14,30
35000000,70,8,1982,43,30
54000000,70,4,2002,23,30
80000000,85,6,1994,31,30
68000000,80,5,1988,37,30
47000000,60,3,1999,26,30
26000000,30,13,2018,7,30
51000000,65,4,1984,41,30
120000000,85,5,2009,16,30
110000000,70,6,2009,16,30
260000000,130,6,2009,16,30
140000000,80,5,2016,9,30
77000000,40,5,2009,16,30
130000000,80,4,2009,16,30
83000000,55,5,2014,11,30
130000000,85,5,2009,16,30
95000000,70,7,2009,16,30
84000000,45,4,2021,4,30
99000000,90,5,2001,24,30
110000000,70,6,2009,16,30
90000000,60,11,2016,9,30
130000000,75,6,2007,18,30
120000000,70,6,2016,9,30
110000000,70,6,2009,16,30
81000000,45,5,2021,4,30
100000000,80,5,2001,24,30
370000000,150,5,2009,16,30
120000000,80,5,2013,12,30
160000000,80,6,2008,17,30
110000000,100,10,2000,25,30
68000000,75,9,2001,24,30
83000000,60,5,2016,9,30
120000000,85,5,2009,16,30
95000000,60,5,2014,11,30
120000000,75,5,2014,11,30
80000000,60,5,2009,16,30
110000000,65,6,2008,17,30
140000000,85,5,2009,16,30
120000000,80,5,2009,16,30
96000000,80,6,2005,20,30
130000000,75,6,2009,16,30
130000000,75,5,2016,9,30
130000000,90,6,2016,9,30
87000000,80,10,2000,25,30
100000000,90,4,2007,18,30
92000000,60,6,2016,9,30
100000000,75,5,2009,16,30
120000000,95,5,2007,18,30
120000000,75,5,2014,11,30
120000000,75,6,2016,9,30
120000000,75,6,2009,16,30
99000000,65,11,2016,9,30
82000000,45,5,2021,4,30
100000000,65,6,2016,9,30
150000000,85,5,2009,16,30
140000000,75,6,2008,17,30
100000000,60,5,2014,11,30
140000000,85,6,2009,16,30
120000000,70,6,2008,17,30
120000000,75,5,2014,11,30
100000000,65,6,2008,17,30
68000000,75,9,2001,24,30
98000000,75,5,2009,16,30
50000000,75,10,1981,44,30
40000000,40,7,2003,22,30
100000000,100,9,2002,23,30
65000000,65,10,2000,25,30
69000000,90,14,1997,28,30
66000000,80,4,1986,39,30
85000000,75,4,2019,6,30
40000000,65,5,1980,45,30
68000000,90,12,2000,25,30
28000000,50,12,1982,43,30
81000000,95,8,2004,21,30
52000000,85,11,1981,44,30
58000000,85,12,1981,44,30
53000000,65,11,2016,9,30
51000000,70,15,1998,27,30
61000000,65,12,2016,9,30
84000000,95,11,2003,22,30
68000000,85,11,2003,22,30
80000000,65,7,2014,11,30
110000000,80,10,2020,5,30
80000000,75,8,2007,18,30
22000000,30,5,2015,10,30
94000000,75,10,2020,5,30
69000000,85,3,2003,22,30
92000000,70,10,2020,5,30
78000000,65,4,2012,13,30
83000000,95,8,2007,18,30
83000000,90,8,2005,20,30
100000000,85,12,2012,13,30
85000000,90,8,2005,20,30
130000000,90,7,2014,11,30
78000000,65,10,2020,5,30
85000000,75,8,2008,17,30
75000000,75,7,2007,18,30
83000000,85,8,2005,20,30
100000000,80,12,2012,13,30
85000000,75,10,2009,16,30
26000000,25,9,2009,16,30
74000000,75,8,2007,18,30
83000000,75,4,2012,13,30
95000000,70,7,2014,11,30
89000000,65,7,2014,11,30
72000000,60,4,2012,13,30
98000000,95,7,2004,21,30
95000000,70,10,2020,5,30
90000000,65,10,2020,5,30
80000000,85,8,2005,20,30
99000000,75,10,2020,5,30
83000000,70,6,2012,13,30
110000000,75,7,2008,17,30
85000000,75,5,2001,24,30
70000000,80,7,1985,40,30
80000000,105,8,1984,41,30
57000000,45,6,2010,15,30
65000000,85,9,1984,41,30
65000000,65,1,1975,50,30
85000000,70,6,2012,13,30
82000000,60,6,2010,15,30
140000000,95,4,2005,20,30
110000000,80,6,2010,15,30
73000000,80,3,2005,20,30
80000000,80,4,2005,20,30
74000000,80,3,2005,20,30
16000000,25,4,1985,40,30
39000000,75,5,1982,43,30
36000000,50,5,1979,46,30
59000000,65,3,1999,26,30
89000000,70,5,2016,9,30
75000000,75,5,1997,28,30
50000000,65,5,2003,22,30
79000000,75,9,2007,18,30
31000000,45,6,1974,51,30
43000000,35,4,2019,6,30
30000000,60,2,1979,46,30
33000000,65,4,1979,46,30
47000000,85,6,1982,43,30
29000000,50,5,1974,51,30
53000000,75,6,1982,43,30
79000000,65,5,2016,9,30
40000000,85,6,1982,43,30
33000000,60,9,1973,52,30
56000000,100,18,1996,29,30
50000000,95,18,2001,24,30
41000000,70,17,2001,24,30
92000000,105,17,2001,24,30
63000000,65,13,2020,5,30
50000000,85,12,1995,30,30
51000000,85,13,1998,27,30
48000000,80,18,2001,24,30
45000000,65,14,2004,21,30
60000000,70,12,2018,7,30
52000000,80,13,2009,16,30
76000000,75,14,2018,7,30
32000000,80,15,1982,43,30
31000000,70,11,1975,50,30
66000000,70,13,2020,5,30
68000000,70,13,2020,5,30
60000000,75,13,2013,12,30
38000000,70,16,2002,23,30
67000000,70,13,2020,5,30
74000000,85,12,2018,7,30
44000000,60,8,2015,10,30
46000000,60,10,2015,10,30
70000000,70,12,2018,7,30
47000000,75,18,1996,29,30
40000000,75,15,1999,26,30
35000000,75,18,1996,29,30
53000000,70,12,2000,25,30
25000000,80,17,1982,43,30
35000000,70,11,1975,50,30
24000000,50,13,1984,41,30
10000000,40,18,1969,56,30
75000000,60,6,2018,7,30
75000000,90,15,2011,14,30
85000000,80,2,2003,22,30
33000000,80,6,1979,46,30
48000000,55,14,2006,19,30
28000000,65,10,1983,42,30
74000000,80,11,2008,17,30
44000000,70,14,1984,41,30
41000000,65,8,1975,50,30
86000000,85,4,2002,23,30
60000000,95,13,1988,37,30
40000000,65,9,1979,46,30
37000000,55,9,1979,46,30
55000000,60,4,1994,31,30
58000000,70,13,2000,25,30
95000000,80,15,2024,1,30
72000000,65,16,2014,11,30
45000000,60,15,1989,36,30
87000000,75,15,2024,1,30
70000000,80,13,2000,25,30
67000000,70,10,2012,13,30
62000000,75,11,2011,14,30
67000000,80,10,2015,10,30
65000000,75,11,2011,14,30
70000000,75,9,2013,12,30
68000000,75,9,2013,12,30
65000000,75,9,2013,12,30
57000000,75,9,2001,24,30
63000000,75,11,2011,14,30
100000000,85,2,2004,21,30
35000000,50,2,1972,53,30
80000000,50,6,2019,6,30
100000000,80,9,2009,16,30
85000000,65,10,2014,11,30
77000000,55,3,2020,5,30
75000000,65,10,2006,19,30
56000000,35,8,2010,15,30
75000000,55,10,2014,11,30
32000000,25,12,2024,1,30
32000000,25,12,2024,1,30
25000000,20,6,2006,19,30
33000000,65,7,1983,42,30
24000000,20,9,2009,16,30
30000000,25,2,2018,7,30
29000000,25,11,2014,11,30
89000000,70,9,2020,5,30
26000000,25,11,2017,8,30
31000000,25,6,2018,7,30
32000000,25,6,2018,7,30
46000000,65,2,1992,33,30
35000000,25,6,2020,5,30
41000000,65,4,1997,28,30
40000000,25,4,2023,2,30
39000000,25,4,2023,2,30
44000000,25,4,2023,2,30
33000000,65,3,1980,45,30
35000000,25,4,2023,2,30
49000000,60,9,2004,21,30
43000000,25,4,2023,2,30
54000000,65,1,1990,35,30
37000000,25,4,2023,2,30
38000000,25,4,2023,2,30
21000000,20,2,2006,19,30
63000000,80,9,2003,22,30
11000000,20,3,1989,36,30
51000000,70,6,2000,25,30
32000000,25,2,2019,6,30
25000000,30,2,2002,23,30
37000000,50,2,1986,39,30
60000000,100,3,1986,39,30
32000000,60,4,1982,43,30
29000000,60,4,1982,43,30
45000000,60,2,1986,39,30
8900000,25,16,1974,51,30
16000000,20,6,1995,30,30
55000000,75,7,1982,43,30
26000000,25,10,2014,11,30
30000000,30,6,2008,17,30
24000000,50,15,1992,33,30
26000000,25,9,2016,9,30
71000000,65,6,2014,11,30
28000000,25,8,2015,10,30
21000000,20,6,2005,20,30
53000000,65,14,1998,27,30
75000000,70,3,2004,21,30
26000000,25,8,2015,10,30
19000000,20,7,2008,17,30
110000000,70,3,2021,4,30
26000000,25,8,2015,10,30
15000000,20,8,1991,34,30
27000000,25,4,2011,14,30
24000000,25,7,2016,9,30
22000000,50,7,1969,56,30
28000000,25,8,2015,10,30
29000000,25,8,2015,10,30
9800000,15,11,1989,36,30
27000000,25,16,2017,8,30
50000000,65,18,1999,26,30
27000000,30,8,2006,19,30
39000000,65,15,1984,41,30
32000000,25,12,2024,1,30
31000000,25,12,2024,1,30
29000000,25,12,2024,1,30
85000000,70,6,2002,23,30
81000000,70,4,2004,21,30
40000000,35,11,2009,16,30
35000000,25,11,2018,7,30
33000000,25,4,2019,6,30
58000000,75,12,2000,25,30
9500000,15,14,1989,36,30
37000000,65,12,1983,42,30
57000000,70,8,2004,21,30
32000000,60,12,1982,43,30
44000000,60,12,1982,43,30
21000000,20,15,2009,16,30
41000000,80,10,1981,44,30
26000000,25,4,2013,12,30
15000000,20,3,1996,29,30
82000000,65,4,2012,13,30
26000000,25,5,2014,11,30
30000000,25,10,2019,6,30
98000000,70,9,2014,11,30
83000000,85,6,2005,20,30
85000000,85,6,2005,20,30
83000000,85,6,2005,20,30
96000000,75,5,2005,20,30
99000000,85,8,2006,19,30
73000000,75,8,2001,24,30
50000000,55,1,1975,50,30
39000000,35,10,2005,20,30
90000000,65,6,2010,15,30
110000000,75,10,2006,19,30
99000000,70,3,2005,20,30
33000000,25,6,2016,9,30
66000000,70,4,2005,20,30
25000000,25,2,2014,11,30
20000000,20,12,2007,18,30
35000000,25,3,2017,8,30
24000000,20,4,2009,16,30
67000000,70,10,2012,13,30
48000000,65,12,2003,22,30
38000000,50,10,1980,45,30
62000000,70,11,2011,14,30
15000000,55,8,1998,27,30
27000000,25,10,2010,15,30
37000000,25,5,2019,6,30
40000000,25,7,2003,22,30
56000000,45,7,2003,22,30
29000000,45,7,1975,50,30
42000000,55,3,1978,47,30
51000000,60,4,1979,46,30
38000000,70,6,1982,43,30
64000000,70,4,1982,43,30
31000000,40,7,1974,51,30
42000000,65,2,1986,39,30
30000000,25,5,2017,8,30
79000000,70,9,2007,18,30
21000000,20,8,2002,23,30
51000000,60,6,1978,47,30
120000000,75,5,2014,11,30
130000000,80,5,2014,11,30
130000000,75,5,2014,11,30
98000000,65,5,2014,11,30
120000000,70,5,2014,11,30
100000000,60,5,2014,11,30
64000000,40,5,2009,16,30
90000000,65,7,2009,16,30
110000000,70,7,2009,16,30
75000000,65,8,2014,11,30
42000000,45,7,1984,41,30
120000000,75,5,2013,12,30
130000000,80,5,2009,16,30
33000000,55,11,1982,43,30
92000000,60,5,2008,17,30
69000000,75,2,1984,41,30
79000000,75,5,2007,18,30
30000000,25,13,2020,5,30
28000000,25,10,2015,10,30
32000000,75,14,1982,43,30
40000000,60,8,1987,38,30
45000000,55,14,2004,21,30
60000000,65,13,2020,5,30
39000000,60,11,1975,50,30
68000000,65,13,2020,5,30
85000000,70,13,2016,9,30
46000000,50,6,1973,52,30
32000000,25,6,2016,9,30
27000000,20,8,2010,15,30
98000000,100,10,1988,37,30
70000000,70,9,1998,27,30
67000000,70,11,2008,17,30
40000000,70,16,2003,22,30
40000000,55,8,1974,51,30
20000000,55,10,1975,50,30
41000000,60,10,1975,50,30
25000000,60,8,1974,51,30
35000000,55,9,1977,48,30
40000000,50,12,2004,21,30
34000000,55,8,1974,51,30
24000000,20,12,2009,16,30
60000000,90,10,1988,37,30
26000000,20,10,2009,16,30
29000000,25,5,2015,10,30
26000000,25,3,2011,14,30
26000000,20,6,2005,20,30
33000000,25,3,2016,9,30
32000000,25,3,2016,9,30
43000000,30,2,2019,6,30
61000000,70,7,1981,44,30
16000000,15,3,1992,33,30
100000000,80,2,2005,20,30
29000000,45,7,1980,45,9
50000000,55,13,2001,24,9
17000000,20,4,1995,30,9
69000000,70,10,1986,39,9
110000000,75,7,2020,5,9
88000000,75,7,1997,28,9
59000000,35,7,2018,7,9
66000000,60,7,1992,33,9
89000000,75,8,1999,26,9
51000000,40,5,2004,21,9
23000000,40,9,1977,48,9
53000000,30,5,2019,6,9
160000000,70,5,2019,6,9
78000000,45,5,2019,6,9
59000000,75,11,1997,28,9
150000000,100,9,2004,21,9
150000000,75,5,2020,5,9
110000000,55,5,2019,6,9
80000000,65,5,1997,28,9
44000000,50,3,1979,46,9
18000000,25,4,1984,41,9
110000000,80,9,2006,19,9
62000000,55,16,1994,31,9
31000000,30,8,1996,29,9
120000000,65,8,2022,3,9
150000000,50,2,2017,8,9
80000000,80,5,1967,58,9
120000000,55,8,2021,4,9
79000000,35,2,2017,8,9
110000000,60,8,2022,3,9
42000000,40,7,1970,55,9
220000000,120,10,2000,25,9
130000000,65,8,2022,3,9
50000000,65,9,1970,55,9
65000000,55,9,2002,23,9
130000000,55,2,2007,18,9
110000000,50,2,2007,18,9
53000000,50,5,1985,40,9
97000000,70,5,2015,10,9
68000000,65,7,2011,14,9
98000000,70,5,2015,10,9
22000000,25,6,2008,17,9
79000000,85,12,2015,10,9
77000000,75,11,2017,8,9
73000000,75,15,2015,10,9
75000000,75,14,2015,10,9
74000000,75,7,2017,8,9
21000000,45,6,1981,44,9
29000000,45,5,1979,46,9
49000000,45,12,2004,21,9
46000000,60,10,1977,48,9
86000000,45,6,2015,10,9
110000000,90,6,2001,24,9
190000000,85,6,2015,10,9
120000000,65,5,2018,7,9
120000000,65,5,2006,19,9
79000000,60,4,2016,9,9
90000000,85,7,1980,45,9
77000000,70,4,1978,47,9
94000000,70,5,1996,29,9
59000000,60,5,1984,41,9
120000000,60,6,2015,10,9
100000000,70,4,2016,9,9
60000000,65,8,2008,17,9
58000000,75,4,1974,51,9
23000000,25,2,2004,21,9
51000000,35,4,2020,5,9
88000000,65,2,2015,10,9
48000000,50,4,1996,29,9
79000000,65,6,1998,27,9
43000000,60,5,1975,50,9
80000000,40,4,2017,8,9
15000000,25,8,1979,46,9
74000000,55,3,2000,25,9
24000000,35,6,1979,46,9
25000000,40,7,1974,51,9
110000000,65,5,2018,7,9
120000000,55,4,2017,8,9
45000000,45,5,1997,28,9
28000000,25,1,2005,20,9
120000000,55,4,2017,8,9
75000000,45,4,2017,8,9
150000000,65,9,2023,2,9
86000000,55,7,2012,13,9
120000000,70,7,2013,12,9
160000000,65,9,2023,2,9
85000000,55,7,2012,13,9
81000000,60,2,2000,25,9
60000000,35,6,2005,20,9
73000000,55,6,2010,15,9
120000000,70,5,2018,7,9
150000000,55,4,2024,1,9
160000000,65,9,2023,2,9
54000000,35,3,2016,9,9
79000000,65,3,1999,26,9
25000000,50,5,1978,47,9
12000000,25,5,1991,34,9
110000000,55,4,2017,8,9
160000000,60,5,2024,1,9
78000000,55,3,2016,9,9
120000000,55,4,2017,8,9
100000000,70,7,2013,12,9
100000000,55,1,2005,20,9
11000000,20,5,1990,35,9
85000000,55,6,2016,9,9
12000000,25,10,1982,43,9
17000000,25,4,1982,43,9
17000000,35,4,1968,57,9
58000000,35,3,2020,5,9
56000000,55,4,1994,31,9
120000000,85,7,2004,21,9
23000000,45,4,1970,55,9
110000000,60,4,2016,9,9
20000000,20,5,1985,40,9
110000000,60,4,2013,12,9
120000000,70,5,2002,23,9
40000000,30,4,2013,12,9
73000000,65,6,1997,28,9
120000000,60,4,2016,9,9
95000000,60,5,2002,23,9
100000000,65,5,2001,24,9
60000000,55,3,1995,30,9
160000000,80,6,2010,15,9
32000000,45,9,1969,56,9
160000000,75,4,2008,17,9
34000000,40,6,1983,42,9
58000000,60,7,2003,22,9
55000000,65,5,1984,41,9
32000000,50,6,1978,47,9
68000000,50,4,2009,16,9
83000000,70,10,2005,20,9
24000000,40,4,1973,52,9
57000000,55,10,1994,31,9
60000000,55,2,2011,14,9
71000000,70,3,2017,8,9
57000000,45,10,2011,14,9
65000000,60,11,2017,8,9
86000000,75,7,2012,13,9
93000000,75,6,2019,6,9
35000000,45,6,1978,47,9
17000000,45,2,1980,45,9
75000000,60,5,1995,30,9
30000000,25,7,2020,5,9
62000000,70,9,1983,42,9
74000000,65,2,1997,28,9
120000000,60,1,2019,6,9
82000000,65,3,2002,23,9
90000000,45,2,2021,4,9
120000000,60,2,2021,4,9
25000000,35,5,1970,55,9
140000000,70,1,2019,6,9
180000000,80,2,2021,4,9
140000000,70,1,2019,6,9
62000000,60,8,2004,21,9
38000000,55,6,1983,42,9
110000000,80,3,2008,17,9
130000000,75,5,2012,13,9
35000000,55,9,1983,42,9
84000000,70,3,2008,17,9
51000000,70,7,1983,42,9
40000000,40,3,2005,20,9
90000000,75,5,2018,7,9
36000000,40,4,1988,37,9
64000000,75,2,2002,23,9
89000000,70,5,1998,27,9
87000000,70,5,2018,7,9
52000000,45,3,2008,17,9
62000000,35,4,2024,1,9
32000000,50,12,1979,46,9
97000000,75,3,2008,17,9
81000000,60,3,2012,13,9
130000000,75,6,2012,13,9
84000000,70,8,1998,27,9
110000000,80,3,2008,17,9
96000000,70,5,2018,7,9
99000000,95,6,2007,18,9
89000000,70,5,2018,7,9
74000000,60,5,2018,7,9
41000000,60,4,1980,45,9
96000000,70,8,2020,5,9
88000000,70,3,2016,9,9
86000000,70,3,2019,6,9
70000000,70,7,1999,26,9
31000000,70,5,1980,45,9
84000000,90,7,1999,26,9
60000000,65,5,1983,42,9
87000000,70,3,2016,9,9
90000000,70,3,2019,6,9
84000000,80,7,2005,20,9
97000000,70,5,2018,7,9
32000000,60,6,1973,52,9
26000000,40,5,1981,44,9
57000000,60,8,2005,20,9
45000000,50,5,1981,44,9
32000000,60,6,1973,52,9
120000000,75,3,2019,6,9
75000000,60,5,2018,7,9
9500000,30,6,1976,49,9
77000000,55,8,2020,5,9
85000000,60,3,2019,6,9
96000000,65,3,2019,6,9
80000000,80,1,1992,33,9
40000000,60,2,2006,19,9
95000000,70,5,2016,9,9
78000000,80,3,1992,33,9
35000000,60,8,1979,46,9
58000000,45,5,2018,7,9
100000000,65,3,2019,6,9
58000000,45,5,2018,7,9
54000000,45,2,2007,18,9
24000000,25,2,2007,18,9
53000000,50,7,2003,22,9
61000000,45,6,2020,5,9
57000000,55,1,1997,28,9
13000000,25,5,1989,36,9
39000000,80,15,1983,42,9
45000000,80,8,1984,41,9
33000000,65,13,1985,40,9
38000000,75,11,1983,42,9
37000000,80,15,1983,42,9
20000000,80,2,1984,41,9
28000000,40,5,1978,47,9
95000000,75,8,2000,25,9
56000000,65,8,1981,44,9
86000000,70,5,2021,4,9
72000000,55,7,2013,12,9
110000000,65,4,2009,16,9
72000000,65,4,2004,21,9
86000000,95,4,2008,17,9
78000000,90,4,2008,17,9
54000000,45,4,2004,21,9
110000000,70,10,2015,10,9
180000000,90,4,2009,16,9
330000000,145,5,2007,18,9
80000000,70,5,2007,18,9
72000000,55,13,2013,12,9
110000000,75,4,2006,19,9
110000000,60,3,2009,16,9
33000000,25,3,2014,11,9
130000000,75,4,2014,11,9
38000000,45,8,2004,21,9
43000000,55,7,1996,29,9
38000000,45,1,2004,21,9
10000000,25,6,1973,52,9
29000000,30,4,2004,21,9
24000000,25,7,2016,9,9
27000000,40,3,1979,46,9
47000000,80,2,1980,45,9
80000000,90,6,1997,28,9
41000000,55,8,1994,31,9
50000000,45,6,2011,14,9
90000000,70,5,2018,7,9
90000000,75,5,2013,12,9
31000000,55,8,1979,46,9
43000000,55,3,1970,55,9
85000000,75,3,2012,13,9
23000000,40,5,1977,48,9
62000000,60,10,2014,11,9
24000000,60,4,1978,47,9
21000000,15,5,1997,28,9
110000000,70,6,2020,5,9
54000000,50,4,1979,46,9
55000000,50,4,1979,46,9
57000000,55,9,2011,14,9
33000000,20,9,2014,11,9
43000000,35,5,2004,21,9
170000000,80,7,2012,13,9
54000000,50,4,1979,46,9
35000000,50,8,1984,41,9
41000000,40,5,1984,41,9
280000000,65,5,2009,16,9
73000000,60,4,2004,21,9
110000000,55,6,2009,16,9
110000000,55,6,2009,16,9
21000000,20,7,2000,25,9
65000000,50,9,2002,23,9
240000000,80,6,2015,10,9
120000000,60,5,2018,7,9
25000000,20,5,2003,22,9
26000000,20,5,2009,16,9
33000000,20,2,2019,6,9
25000000,30,5,1970,55,9
30000000,30,3,1998,27,9
72000000,40,2,2021,4,9
26000000,15,3,2019,6,9
39000000,40,4,1987,38,9
35000000,40,10,2008,17,9
21000000,25,10,1999,26,9
31000000,40,3,1977,48,9
85000000,55,2,2005,20,9
30000000,20,7,2006,19,9
27000000,20,7,2006,19,9
25000000,20,8,2003,22,9
12000000,30,6,1985,40,9
100000000,65,2,2000,25,9
160000000,60,6,2023,2,9
25000000,20,6,2011,14,9
35000000,30,6,1985,40,9
75000000,40,3,2017,8,9
100000000,55,4,2012,13,9
120000000,55,3,2017,8,9
70000000,60,8,1995,30,9
33000000,20,10,2017,8,9
97000000,65,5,2010,15,9
27000000,25,9,1985,40,9
21000000,20,8,2004,21,9
58000000,35,2,2020,5,9
90000000,55,4,2014,11,9
17000000,20,5,1986,39,9
